code	name	placeName	Longitude	Latitude	num_accessible_stations_30m	num_accessible_stations_45m	num_accessible_stations_60m
9100MNRD	Manor Road Rail Station	Hoylake	-3.17145	53.3948	18	48	96
9100BRMLYSR	Bramley (West Yorks) Rail Station	Bramley	-1.6372	53.80536	18	51	96
9100LTLSUTN	Little Sutton Rail Station	Little Sutton	-2.9433	53.28553	18	41	106
9100HILSEA	Hilsea Rail Station	Hilsea	-1.05879	50.82826	18	33	63
9100NEILSTN	Neilston Rail Station	Neilston	-4.42695	55.78303	18	51	123
9100ECPK	Eccleston Park Rail Station	Eccleston Park	-2.78004	53.4308	18	56	116
9100ABER	Aber Rail Station	Aber	-3.22984	51.57496	18	43	61
9100WCLIFF	Westcliff-on-Sea Rail Station	Westcliff-on-Sea	0.69148	51.53734	18	35	124
9100FLIXTON	Flixton Rail Station	Flixton	-2.38425	53.44383	18	66	145
9100HEDNGLY	Headingley Rail Station	Headingley	-1.59418	53.81798	18	50	88
9100HITCHIN	Hitchin Rail Station	Hitchin	-0.26348	51.95329	18	131	416
9100YALDING	Yalding Rail Station	Yalding	0.41217	51.22648	18	44	95
9100GRENCKW	Greenock West Rail Station	Greenock	-4.76782	55.94733	18	31	112
9100DALGETY	Dalgety Bay Rail Station	Dalgety Bay	-3.36772	56.04208	18	38	62
9100LTLHMPT	Littlehampton Rail Station	Littlehampton	-0.54599	50.8101	18	34	57
9100CHLKWEL	Chalkwell Rail Station	Chalkwell	0.67061	51.53872	18	41	137
9100BTHGATE	Bathgate Rail Station	Bathgate	-3.63609	55.89715	18	53	137
9100CHASNRD	Chassen Road Rail Station	Flixton	-2.36824	53.44618	18	68	145
9100OXFD	Oxford Rail Station	Oxford	-1.27015	51.7535	18	33	79
9100RWLNDSC	Rowlands Castle Rail Station	Rowlands Castle	-0.95746	50.89216	18	33	66
9400ZZLUAMS	Amersham Underground Station	Amersham	-0.60771	51.67413	18	41	138
9100WALKDEN	Walkden Rail Station	Walkden	-2.39633	53.51979	18	74	142
9100HAZL	Hazel Grove Rail Station	Hazel Grove	-2.12202	53.37756	18	80	136
9100PARSNST	Parson Street Rail Station	Bedminster	-2.60775	51.43332	18	29	36
9100MNKRISB	Monks Risborough Rail Station	Monks Risborough	-0.82933	51.73577	18	42	152
9100STYAL	Styal Rail Station	Styal	-2.24046	53.34835	18	58	128
9100HAGLEY	Hagley Rail Station	Hagley	-2.14642	52.4225	18	44	94
9100LCHTTVL	Lichfield Trent Valley Rail Station	Lichfield	-1.80024	52.68691	18	71	131
9100WILNECT	Wilnecote (Staffs) Rail Station	Wilnecote	-1.67972	52.61072	18	83	137
9100STNGBRN	Sittingbourne Rail Station	Sittingbourne	0.7347	51.34197	17	33	57
9100STLNRWS	St Leonards Warrior Square Rail Station	St Leonards	0.56029	50.85569	17	29	50
9100REDBDGE	Redbridge (Hants) Rail Station	Redbridge	-1.47017	50.91993	17	35	56
9100HOCKLEY	Hockley Rail Station	Hockley	0.65901	51.60356	17	34	157
9100WDND	Wood End Rail Station	Wood End	-1.84421	52.34369	17	40	89
9100DEIGHTN	Deighton Rail Station	Deighton	-1.7519	53.6685	17	38	96
9100BALLOCH	Balloch Rail Station	Balloch	-4.58347	56.00292	17	35	84
9100NNTN	Nuneaton Rail Station	Nuneaton	-1.46387	52.52639	17	67	132
9100TRFRSTE	Trefforest Estate Rail Station	Treforest	-3.29026	51.56829	17	44	65
9100GOOLE	Goole Rail Station	Goole	-0.87422	53.70493	17	32	64
9100DANESCT	Danescourt Rail Station	Whitchurch	-3.23393	51.50051	17	47	73
9100CHDNGTN	Cheddington Rail Station	Cheddington	-0.66215	51.85792	17	52	243
9100PKST	Park Street Rail Station	Park Street	-0.34028	51.72546	17	72	308
9100FOUROKS	Four Oaks Rail Station	Four Oaks	-1.82804	52.57979	17	55	100
9100NWCSTLE	Newcastle Rail Station	Newcastle upon Tyne	-1.61728	54.9684	17	38	55
9100MDLSBRO	Middlesbrough Rail Station	Middlesbrough	-1.23471	54.57911	17	26	36
9100GLDTHRP	Goldthorpe Rail Station	Goldthorpe	-1.31281	53.53421	17	37	80
9100BESTON	Beeston Rail Station	Beeston	-1.20766	52.92077	17	37	64
9100LOSTCKP	Lostock Rail Station	Lostock	-2.49427	53.57294	17	62	142
9100LARKHAL	Larkhall Rail Station	Larkhall	-3.9755	55.73859	17	53	130
9100GODSTON	Godstone Rail Station	Godstone	-0.05008	51.21815	17	96	382
9400ZZLUHR4	Heathrow Airport Terminal 4 Underground Station	Heathrow Airport Terminal 4	-0.44576	51.45853	17	82	283
9100GDLMING	Godalming Rail Station	Godalming	-0.61886	51.18658	17	48	182
9100PARBOLD	Parbold Rail Station	Parbold	-2.77075	53.59077	17	46	104
9100LEGR	Lea Green Rail Station	Lea Green	-2.72498	53.42682	17	52	140
9100HAGFOLD	Hag Fold Rail Station	Hag Fold	-2.49483	53.53387	17	46	122
9100BRLEYPK	Burley Park Rail Station	Burley	-1.57776	53.81204	17	52	92
9100LNCG	Lancing Rail Station	Lancing	-0.3231	50.82708	17	38	68
9100OPOL	Overpool Rail Station	Overpool	-2.92407	53.28406	17	37	101
9100FALKRKH	Falkirk High Rail Station	Falkirk	-3.79224	55.9918	17	92	186
9100LAPWRTH	Lapworth Rail Station	Lapworth	-1.7257	52.34226	17	64	105
9100MSTN	Moston Rail Station	Moston	-2.17102	53.52343	17	60	119
9100THELAKS	The Lakes Rail Station	Earlswood	-1.84467	52.35916	17	49	95
9100BARASIE	Barassie Rail Station	Barassie	-4.65113	55.56105	17	34	124
9100MLHL	Mill Hill (Lancs) Rail Station	Mill Hill	-2.50174	53.73547	17	44	85
9100CDRS	Cardross Rail Station	Cardross	-4.65306	55.96037	17	36	85
9100NQNSFRY	North Queensferry Rail Station	North Queensferry	-3.39458	56.01249	17	41	65
9100HMST	Ham Street Rail Station	Ham Street	0.85452	51.06838	17	37	110
9100MIRFILD	Mirfield Rail Station	Mirfield	-1.69254	53.67142	17	47	102
9100PCHESTR	Portchester Rail Station	Portchester	-1.12424	50.84874	17	36	60
9100PORH	Porth Rail Station	Porth	-3.4072	51.61253	17	31	53
9100CSGT	Cross Gates Rail Station	Cross Gates	-1.45159	53.80492	17	53	92
9100BORWGAW	Borough Green & Wrotham Rail Station	Borough Green	0.30626	51.29322	17	55	189
9100BRNCHTN	Branchton Rail Station	Branchton	-4.80354	55.94058	17	26	96
9100POLGATE	Polegate Rail Station	Polegate	0.24515	50.82124	17	39	62
9100CHORBUK	Buckshaw Parkway Rail Station	Buckshaw Village	-2.66083	53.67335	17	65	147
9100WARGRAV	Wargrave Rail Station	Wargrave	-0.87652	51.49816	17	47	176
9100WWRTHNG	West Worthing Rail Station	West Worthing	-0.39298	50.81835	17	35	60
9100STHEAIR	Southend Airport Rail Station	Southend-on-Sea	0.70506	51.56867	17	30	84
9100LVNSTNN	Livingston North Rail Station	Deans	-3.54434	55.90138	17	52	117
9100KIDSGRV	Kidsgrove Rail Station	Kidsgrove	-2.24482	53.08658	17	39	97
9100WOLSTON	Woolston Rail Station	Woolston	-1.37706	50.89891	17	28	52
9100ADLC	Adlington (Cheshire) Rail Station	Adlington	-2.13356	53.31957	17	57	124
9100SOUTHPT	Southport Rail Station	Southport	-3.00244	53.64653	17	30	75
9100PANGBRN	Pangbourne Rail Station	Pangbourne	-1.09046	51.4854	17	53	198
9100WARWPWY	Warwick Parkway Rail Station	Warwick	-1.61206	52.28611	17	61	107
9100PSLYCAN	Paisley Canal Rail Station	Paisley	-4.42411	55.84006	17	104	174
9100SWYTHLN	Swaythling Rail Station	Swaythling	-1.37641	50.94114	17	32	58
9100HATRSLY	Hattersley Rail Station	Hattersley	-2.04031	53.4453	17	55	110
9100EDNB	Edenbridge Rail Station	Edenbridge	0.06065	51.20843	17	72	231
9100CXTN	Cuxton Rail Station	Cuxton	0.46171	51.37393	17	48	274
9100MANNGTR	Manningtree Rail Station	Manningtree	1.04525	51.94907	17	37	58
9100SWNWICK	Swanwick Rail Station	Swanwick	-1.26586	50.87566	17	38	57
9100HASTING	Hastings Rail Station	Hastings	0.57675	50.85789	17	29	53
9100MACLSFD	Macclesfield Rail Station	Macclesfield	-2.12198	53.25936	17	64	131
9100OUTWOOD	Outwood Rail Station	Outwood	-1.51039	53.7153	17	61	112
9100WYEE	Wye Rail Station	Wye	0.92932	51.18501	17	40	121
9100CURRIEH	Curriehill Rail Station	Currie	-3.31875	55.90056	17	47	76
9100HAMPTON	Hampton (London) Rail Station	Hampton	-0.37211	51.41594	17	89	331
9100LVNSTNS	Livingston South Rail Station	Murieston	-3.50156	55.87169	16	40	92
9100HALG	Halling Rail Station	Halling	0.44494	51.35248	16	40	193
9100WINDSEC	Windsor & Eton Central Rail Station	Windsor Town Centre	-0.61037	51.48327	16	97	338
9100BEARLEY	Bearley Rail Station	Bearley	-1.75026	52.24442	16	33	80
9100ABRCYNS	Abercynon Rail Station	Abercynon	-3.327	51.64471	16	32	52
9100KGWD	Kingswood Rail Station	Kingswood	-0.21125	51.29472	16	73	331
9100TOWNGRN	Town Green Rail Station	Town Green	-2.90449	53.54282	16	46	96
9100OCKLYAC	Ockley Rail Station	Ockley	-0.336	51.15151	16	46	165
9100ADIEWEL	Addiewell Rail Station	Addiewell	-3.60652	55.8434	16	34	102
9100POLSBDG	Polsloe Bridge Rail Station	Polsloe Bridge	-3.50197	50.73127	16	27	38
9100ATHERTN	Atherton Rail Station	Hag Fold	-2.47898	53.52916	16	52	127
9100KNEBWTH	Knebworth Rail Station	Knebworth	-0.18728	51.86686	16	126	402
9100WARNHAM	Warnham Rail Station	Warnham	-0.32945	51.0929	16	44	165
9400ZZLUHBT	High Barnet Underground Station	Barnet	-0.19429	51.65054	16	145	432
9100BLKRDGE	Blackridge Rail Station	Blackridge	-3.7652	55.88115	16	47	140
9100SEAHAM	Seaham Rail Station	Seaham	-1.34633	54.83906	16	26	42
9100BTLRSLA	Butlers Lane Rail Station	Mere Green	-1.83801	52.59248	16	49	94
9100COOKHAM	Cookham Rail Station	Cookham	-0.72208	51.55746	16	66	247
9100PLUCKLY	Pluckley Rail Station	Pluckley	0.74741	51.15647	16	40	116
9100LESTER	Leicester Rail Station	Leicester	-1.12528	52.63145	16	30	61
9100WKFLDKG	Wakefield Kirkgate Rail Station	Wakefield	-1.48856	53.67867	16	55	103
9100SBOURNE	Southbourne Rail Station	Southbourne	-0.90811	50.84826	16	30	60
9100SESARDM	Southease Rail Station	Southease	0.03065	50.83126	16	35	65
9100EWRTHNG	East Worthing Rail Station	East Worthing	-0.35489	50.82164	16	35	67
9100ARDRSTN	Ardrossan Town Rail Station	Ardrossan	-4.81267	55.6397	16	27	86
9100NRCH	Norwich Rail Station	Norwich	1.30683	52.62718	16	28	43
9100BLIEURD	Beaulieu Road Rail Station	Beaulieu	-1.50476	50.85504	16	34	46
9100WHCH	Whitchurch (Cardiff) Rail Station	Whitchurch	-3.22326	51.52075	16	37	62
9100STHVIC	Southend Victoria Rail Station	Southend-on-Sea	0.71151	51.54152	16	28	70
9100STHCENT	Southend Central Rail Station	Southend-on-Sea	0.71174	51.53707	16	34	105
9100ROTHCEN	Rotherham Central Rail Station	Rotherham Centre	-1.36044	53.43227	16	40	80
9100SHOTTON	Shotton Rail Station	Shotton	-3.03843	53.21256	16	41	90
9100SWINTN	Swinton (South Yorks) Rail Station	Swinton	-1.30582	53.48626	16	43	90
9100CRNG	Charing (Kent) Rail Station	Charing	0.79035	51.2081	16	37	100
9100DARWEN	Darwen Rail Station	Darwen	-2.46495	53.69804	16	43	100
9100HESWALL	Heswall Rail Station	Heswall	-3.07371	53.32973	16	41	87
9100MONPELR	Montpelier Rail Station	Montpelier	-2.58869	51.46835	16	25	33
9100YORK	York Rail Station	York	-1.09318	53.95798	16	59	116
9100LNGEATN	Long Eaton Rail Station	Long Eaton	-1.28751	52.88501	16	39	75
9100SELBY	Selby Rail Station	Selby	-1.06378	53.7828	16	52	105
9100SNDRMNK	St Peters Rail Station	St Peter's	-1.3838	54.91145	16	22	32
9100MLFORD	Milford (Surrey) Rail Station	Milford	-0.63695	51.16331	16	39	132
9100SEABURN	Seaburn Rail Station	Seaburn	-1.38669	54.92954	16	19	32
9100BAILDON	Baildon Rail Station	Baildon	-1.75364	53.85024	16	36	66
9100MKNSCEN	Milton Keynes Central Rail Station	Milton Keynes	-0.77414	52.0343	16	57	296
9100SHTT	Shotts Rail Station	Shotts	-3.79832	55.81864	16	60	160
9100AYLESFD	Aylesford Rail Station	Aylesford	0.46618	51.30132	16	37	104
9100BATHSPA	Bath Spa Rail Station	Bath	-2.35703	51.37768	16	31	43
9100WSORAER	Windsor & Eton Riverside Rail Station	Windsor Town Centre	-0.60653	51.48565	16	66	274
9100BLTCHLY	Bletchley Rail Station	Bletchley	-0.73632	51.99534	16	36	199
9100DOVERP	Dover Priory Rail Station	Dover	1.30531	51.1257	16	33	60
9100BILBROK	Bilbrook Rail Station	Bilbrook	-2.18609	52.62373	16	52	108
9100ELSMPRT	Ellesmere Port Rail Station	Ellesmere Port	-2.89643	53.28221	16	32	95
9100LTNBZRD	Leighton Buzzard Rail Station	Leighton Buzzard	-0.677	51.91631	16	66	322
9100ROCHFD	Rochford Rail Station	Rochford	0.70232	51.58173	16	30	104
9100BRSCGHB	Burscough Bridge Rail Station	Burscough Bridge	-2.84088	53.60527	16	40	91
9100STHNDE	Southend East Rail Station	Southchurch	0.73183	51.53898	16	30	87
9100KELVEDN	Kelvedon Rail Station	Kelvedon	0.7024	51.84071	16	32	147
9100ARUNDEL	Arundel Rail Station	Arundel	-0.54617	50.8482	16	36	62
9100RAYLEGH	Rayleigh Rail Station	Rayleigh	0.59999	51.5893	16	41	217
9100FRTMTLD	Fort Matilda Rail Station	Fort Matilda	-4.79526	55.95902	16	26	96
9100NAILSEA	Nailsea & Backwell Rail Station	Nailsea	-2.75065	51.41941	16	26	34
9100MORTHRP	Moorthorpe Rail Station	Moorthorpe	-1.30495	53.59501	16	39	85
9100LLBRDCH	Llanbradach Rail Station	Llanbradach	-3.23306	51.60325	16	40	55
9100BARMING	Barming Rail Station	Barming	0.47896	51.28489	16	38	91
9100ROHL	Rose Hill Marple Rail Station	Rose Hill	-2.07652	53.39624	16	39	90
9100TUNWELL	Tunbridge Wells Rail Station	Tunbridge Wells	0.26282	51.13023	16	44	184
9100TRNO	Thurnscoe Rail Station	Thurnscoe	-1.30879	53.54506	16	35	83
9100STAFFRD	Stafford Rail Station	Stafford	-2.12204	52.80391	16	73	156
9100WTRNGBY	Wateringbury Rail Station	Wateringbury	0.42247	51.24973	16	41	81
9100HERTFDE	Hertford East Rail Station	Hertford	-0.07293	51.79904	15	55	261
9100YSTRADM	Ystrad Mynach Rail Station	Ystrad Mynach	-3.24131	51.64093	15	29	52
9100BLTNODR	Bolton-on-Dearne Rail Station	Bolton-upon-Dearne	-1.31155	53.51897	15	34	78
9100CHATHAM	Chatham Rail Station	Chatham	0.52116	51.38038	15	48	339
9100KGHN	Kinghorn Rail Station	Kinghorn	-3.17415	56.06933	15	27	50
9100WIVENHO	Wivenhoe Rail Station	Wivenhoe	0.95615	51.85654	15	29	42
9100WATBECH	Waterbeach Rail Station	Waterbeach	0.19679	52.26232	15	32	55
9100EGLSCLF	Eaglescliffe Rail Station	Eaglescliffe	-1.34944	54.52943	15	28	45
9100NEWHVNT	Newhaven Town Rail Station	Newhaven	0.05495	50.79485	15	34	58
9100WADHRST	Wadhurst Rail Station	Wadhurst	0.31319	51.07346	15	37	86
9100EDNT	Edenbridge Town Rail Station	Edenbridge	0.06718	51.20008	15	93	389
9100MDWD	Middlewood Rail Station	Middlewood	-2.08335	53.35998	15	48	113
9100RUGBY	Rugby Rail Station	Rugby	-1.25048	52.37911	15	40	126
9100STRBDG1	Stourbridge Junction Rail Station	Stourbridge	-2.13388	52.44755	15	37	82
9100GTSHDMC	Metrocentre Rail Station	Metrocentre	-1.66563	54.95875	15	31	48
9100SHELFD	Shelford (Cambs) Rail Station	Great Shelford	0.13998	52.14884	15	32	56
9100DLTN	Darlington Rail Station	Darlington	-1.54733	54.52045	15	37	64
9100ROSYTH	Rosyth Rail Station	Rosyth	-3.42731	56.04551	15	32	58
9100WSLE	West St Leonards Rail Station	West St Leonards	0.53994	50.85315	15	26	45
9100BELPER	Belper Rail Station	Belper	-1.48251	53.02378	15	30	64
9100EMALING	East Malling Rail Station	East Malling	0.43928	51.28581	15	39	98
9100MTIMER	Mortimer Rail Station	Mortimer	-1.0355	51.37207	15	46	152
9100SELLING	Selling Rail Station	Selling	0.94089	51.27736	15	30	46
9100WHAILES	Wester Hailes Rail Station	Wester Hailes	-3.28434	55.91431	15	44	71
9100DRNGTOS	Durrington-on-Sea Rail Station	Durrington	-0.41146	50.81752	15	32	57
9100RTHP	Ravensthorpe Rail Station	Ravensthorpe	-1.65558	53.67554	15	39	88
9100BLAKEDN	Blakedown Rail Station	Blakedown	-2.17687	52.40641	15	36	81
9100FRSHFLD	Freshfield Rail Station	Freshfield	-3.07184	53.56607	15	39	83
9100HENGOED	Hengoed Rail Station	Hengoed	-3.22414	51.64741	15	26	48
9100DINASP	Dinas Powys Rail Station	Dinas Powys	-3.21836	51.43166	15	37	58
9100FRIMLEY	Frimley Rail Station	Frimley	-0.74699	51.31186	15	45	132
9100LANDUDJ	Llandudno Junction Rail Station	Llandudno Junction	-3.80912	53.28396	15	21	31
9100BRYN	Bryn Rail Station	Bryn	-2.64721	53.49988	15	50	109
9100CODNBCH	Cooden Beach Rail Station	Cooden	0.42687	50.83337	15	29	52
9100LKWD	Lockwood Rail Station	Lockwood	-1.80079	53.63475	15	35	83
9100BRBM	Broadbottom Rail Station	Broadbottom	-2.01651	53.44099	15	46	104
9100HEDGEND	Hedge End Rail Station	Hedge End	-1.29451	50.93231	15	37	62
9100FRATTON	Fratton Rail Station	Fratton	-1.07398	50.79633	15	28	62
9100CNTBE	Canterbury East Rail Station	Canterbury	1.07598	51.27427	15	33	51
9100ALLENSW	Allens West Rail Station	Eaglescliffe	-1.36112	54.52463	15	29	41
9100HABRO	Habrough Rail Station	Habrough	-0.26946	53.6061	15	16	21
9100FORMBY	Formby Rail Station	Formby	-3.07092	53.55349	15	41	88
9100WMALING	West Malling Rail Station	West Malling	0.41866	51.29202	15	42	109
9100IBMM	IBM (Greenock) Rail Station	Greenock	-4.82723	55.92944	15	23	82
9100KEMSING	Kemsing Rail Station	Kemsing	0.24744	51.29718	15	45	168
9100DANZEY	Danzey Rail Station	Danzey Green	-1.82087	52.32483	15	27	79
9100SLTMRSH	Saltmarshe Rail Station	Saltmarshe	-0.80949	53.72194	15	24	52
9100DISLEY	Disley Rail Station	Disley	-2.04248	53.3582	15	45	110
9100HUNCOAT	Huncoat Rail Station	Huncoat	-2.34756	53.77179	15	24	51
9100LNLTHGW	Linlithgow Rail Station	Linlithgow	-3.59584	55.97644	15	59	163
9100BLKST	Blake Street Rail Station	Hill Hook	-1.84491	52.6049	15	52	101
9100TEYNHAM	Teynham Rail Station	Teynham	0.80744	51.33339	15	28	54
9100LCHC	Lichfield City Rail Station	Lichfield	-1.82543	52.68016	15	35	90
9100LOWDHAM	Lowdham Rail Station	Lowdham	-0.99842	53.00631	15	31	48
9100NMILTON	New Milton Rail Station	New Milton	-1.65781	50.75574	15	32	47
9100EASTBRK	Eastbrook Rail Station	East Brook	-3.20615	51.43764	15	42	62
9100SUNYMDS	Sunnymeads Rail Station	Sunnymeads	-0.55937	51.47029	15	72	276
9100HENLYIA	Henley-in-Arden Rail Station	Henley-in-Arden	-1.784	52.2915	15	33	82
9100SAIR	Saltaire Rail Station	Saltaire	-1.79048	53.8385	15	40	69
9100CODSALL	Codsall Rail Station	Codsall	-2.20177	52.6273	15	44	102
9100ASHONUL	Ashton-under-Lyne Rail Station	Ashton Under Lyne	-2.09431	53.49128	15	65	131
9100STANMFC	Stansted Mountfitchet Rail Station	Stansted Mountfitchet	0.19978	51.90144	15	61	293
9100WOTONWN	Wootton Wawen Rail Station	Wootton Wawen	-1.78471	52.26691	15	26	73
9100HAPTON	Hapton Rail Station	Padiham	-2.31691	53.78163	15	22	42
9100CHTR	Cherry Tree Rail Station	Cherry Tree	-2.51839	53.73288	15	43	88
9100CTNG	Collington Rail Station	Collington	0.45788	50.83928	15	28	50
9100KDRMNST	Kidderminster Rail Station	Kidderminster	-2.23848	52.38449	15	30	77
9100MNTVRNN	Mount Vernon Rail Station	Mount Vernon	-4.13366	55.8402	15	100	167
9100ARMDALE	Armadale (W Lothian) Rail Station	Bathville	-3.69541	55.8857	15	45	132
9100DIGBY	Digby & Sowton Rail Station	Digby	-3.47358	50.71398	15	27	37
9100REDLAND	Redland Rail Station	Redland	-2.59913	51.46839	15	23	30
9100SNODLND	Snodland Rail Station	Snodland	0.44825	51.33023	15	39	144
9100BRTJYC	Burton Joyce Rail Station	Burton Joyce	-1.04088	52.98346	15	32	48
9100DUFIELD	Duffield Rail Station	Duffield	-1.48597	52.98842	15	29	74
9100ORRELL	Orrell Rail Station	Orrell	-2.70884	53.53033	15	52	121
9100HOYLAKE	Hoylake Rail Station	Hoylake	-3.17884	53.39023	15	40	90
9100DATCHET	Datchet Rail Station	Datchet	-0.57942	51.48308	15	77	291
9100BSTD	Bearsted Rail Station	Bearsted	0.57759	51.27582	15	43	77
9100STOKEOT	Stoke-on-Trent Rail Station	Stoke-upon-Trent	-2.18099	53.008	15	43	122
9100LUTON	Luton Rail Station	Luton	-0.41404	51.88231	15	118	448
9100FITZWLM	Fitzwilliam Rail Station	Fitzwilliam	-1.37428	53.63251	15	52	99
9400ZZLUEPG	Epping Underground Station	Epping	0.11378	51.69369	15	99	324
9100EFARLGH	East Farleigh Rail Station	East Farleigh	0.48473	51.25523	15	38	73
9100SHOLING	Sholing Rail Station	Sholing	-1.36492	50.89674	15	28	50
9100GLBRDYK	Gilberdyke Rail Station	Gilberdyke	-0.73224	53.74798	15	29	62
9100OLDFLDP	Oldfield Park Rail Station	Oldfield Park	-2.38051	51.37923	14	28	40
9100BATLEY	Batley Rail Station	Batley	-1.62295	53.70996	14	49	86
9100BORNEND	Bourne End Rail Station	Bourne End	-0.71047	51.57712	14	46	197
9100BRWHINS	Brockley Whins Rail Station	Brockley Whins	-1.46135	54.95954	14	17	29
9100HATTON	Hatton (Warks) Rail Station	Hatton	-1.67298	52.29529	14	62	104
9100FRANT	Frant Rail Station	Frant	0.29456	51.10402	14	38	102
9100NWHYTHE	New Hythe Rail Station	New Hythe	0.45493	51.313	14	36	116
9100DRTWCHS	Droitwich Spa Rail Station	Droitwich Spa	-2.15837	52.26822	14	40	87
9100WALLYFD	Wallyford Rail Station	Wallyford	-3.01494	55.94028	14	34	60
9100BEXHILL	Bexhill Rail Station	Bexhill	0.47703	50.84104	14	27	47
9100EDALE	Edale Rail Station	Edale	-1.81663	53.36499	14	36	87
9100PRITLWL	Prittlewell Rail Station	Prittlewell	0.71069	51.55069	14	25	54
9100STHBANK	South Bank Rail Station	South Bank	-1.17666	54.58383	14	23	32
9100THOK	Three Oaks Rail Station	Three Oaks	0.61306	50.90111	14	27	50
9100YATE	Yate Rail Station	Yate	-2.43252	51.5406	14	28	41
9100SHOTTHL	Shotton High Level Rail Station	Shotton	-3.03771	53.21355	14	29	66
9100CLCHHYT	Hythe (Essex) Rail Station	The Hythe	0.92754	51.88565	14	30	45
9100HRTW	Hartwood Rail Station	Hartwood	-3.83932	55.81147	14	56	150
9100HBRY	Hartlebury Rail Station	Hartlebury	-2.22113	52.3345	14	26	62
9100KRKNWTN	Kirknewton Rail Station	Kirknewton	-3.43251	55.88868	14	39	78
9100ORMSKRK	Ormskirk Rail Station	Ormskirk	-2.8812	53.56929	14	46	110
9100WORCSSH	Worcester Shrub Hill Rail Station	Worcester	-2.20942	52.19474	14	27	66
9100BNGY	Bingley Rail Station	Bingley	-1.83732	53.84863	14	39	70
9100CHELFD	Chelford Rail Station	Chelford	-2.28058	53.27032	14	42	112
9100CHOLSEY	Cholsey Rail Station	Cholsey	-1.15802	51.5702	14	37	104
9100MEOLSCP	Meols Cop Rail Station	Meols Cop	-2.97581	53.64628	14	32	69
9100SANKEY	Sankey for Penketh Rail Station	Sankey Bridges	-2.65047	53.39248	14	55	146
9100HASLEMR	Haslemere Rail Station	Haslemere	-0.71937	51.08884	14	44	144
9100PENGAM	Pengam Rail Station	Pengam	-3.23011	51.67045	14	22	44
9100BRHOUSE	Brighouse Rail Station	Brighouse	-1.77944	53.69821	14	35	83
9100HMPDNPK	Hampden Park (Sussex) Rail Station	Hampden Park	0.27937	50.7964	14	33	59
9100AINSDAL	Ainsdale Rail Station	Ainsdale	-3.04266	53.60205	14	36	78
9100THOPBAY	Thorpe Bay Rail Station	Thorpe Bay	0.76174	51.53757	14	26	69
9100PATCHWY	Patchway Rail Station	Patchway Station	-2.5627	51.52593	14	31	51
9100LENHAM	Lenham Rail Station	Lenham	0.70777	51.23448	14	36	73
9100EMPKWAY	East Midlands Parkway Rail Station	Ratcliffe on Soar	-1.26312	52.86336	14	41	71
9100BEDFDM	Bedford Rail Station	Bedford	-0.47944	52.1362	14	28	130
9100WARWICK	Warwick Rail Station	Warwick	-1.58186	52.28655	14	52	105
9100ELSENHM	Elsenham Rail Station	Elsenham	0.22807	51.92055	14	37	160
9100ALRESFD	Alresford (Essex) Rail Station	Alresford	0.99745	51.85401	14	24	37
9100IPSWICH	Ipswich Rail Station	Ipswich	1.14444	52.05061	14	34	57
9100HSFT	Horsforth Rail Station	Horsforth	-1.63022	53.84772	14	47	81
9100CMBLEY	Camberley Rail Station	Camberley	-0.74427	51.33633	14	41	102
9100BTLSBDG	Battlesbridge Rail Station	Battlesbridge	0.5653	51.62483	14	38	215
9100BATTLE	Battle Rail Station	Battle	0.49471	50.91291	14	28	50
9100STOCTON	Stockton Rail Station	Stockton	-1.31854	54.56963	14	24	37
9100NTHRFLD	Netherfield Rail Station	Netherfield	-1.07985	52.96143	14	32	56
9100DINASR	Dinas (Rhondda) Rail Station	Dinas	-3.43756	51.61783	14	29	48
9100LUTOAPY	Luton Airport Parkway Rail Station	Luton Airport	-0.39588	51.87244	14	106	435
9100NRMNSBY	Normans Bay Rail Station	Norman's Bay	0.38948	50.8261	14	24	48
9100WNCHSTR	Winchester Rail Station	Winchester	-1.3197	51.06721	14	41	92
9100MEOPHAM	Meopham Rail Station	Meopham	0.35695	51.38642	14	52	235
9100GLNGHMK	Gillingham (Kent) Rail Station	Gillingham	0.54986	51.38657	14	40	210
9100PSBY	Prestbury Rail Station	Prestbury	-2.14548	53.2934	14	49	116
9100CANLEY	Canley Rail Station	Canley	-1.54758	52.39926	14	54	112
9100BRADFS	Bradford Forster Square Rail Station	Bradford	-1.75296	53.79693	14	39	68
9100NWMILSN	New Mills Newtown Rail Station	New Mills	-2.00852	53.35964	14	35	99
9100LCHTTVH	Lichfield Trent Valley High Level Rail Station	Lichfield	-1.80025	52.68691	14	33	90
9100MRSN	Marsden Rail Station	Marsden	-1.93076	53.6032	14	26	85
9100IFIELD	Ifield Rail Station	Ifield Green	-0.21477	51.11562	14	66	307
9100PVNSYAW	Pevensey & Westham Rail Station	Westham	0.32482	50.81579	14	32	56
9100GORASTR	Goring & Streatley Rail Station	Goring	-1.13304	51.52149	14	42	143
9100WENHNGR	Westenhanger Rail Station	Westenhanger	1.03807	51.09496	14	31	100
9100THORNEN	Thorne North Rail Station	Thorne	-0.97232	53.61608	14	30	64
9100BISLND	Burntisland Rail Station	Burntisland	-3.23319	56.05707	14	28	52
9100PONYCLN	Pontyclun Rail Station	Pontyclun	-3.39293	51.52377	14	46	69
9100SABR	Sandal & Agbrigg Rail Station	Sandal	-1.48141	53.66309	14	53	103
