code	name	placeName	Longitude	Latitude	num_accessible_stations_30m	num_accessible_stations_45m	num_accessible_stations_60m
9100AIGBURT	Aigburth Rail Station	Aigburth	-2.92716	53.36458	31	76	126
9100COSELEY	Coseley Rail Station	Coseley	-2.08578	52.54509	31	91	137
9100WATFDHS	Watford High Street Rail Station	Watford	-0.39171	51.65266	31	173	472
9100COLESHL	Coleshill Parkway Rail Station	Coleshill	-1.70818	52.51654	31	87	126
9100GRSTH	Garston (Herts) Rail Station	Garston	-0.38174	51.68662	31	160	472
9100REDISHN	Reddish North Rail Station	North Reddish	-2.15625	53.44943	31	84	144
9100VRGNWTR	Virginia Water Rail Station	Virginia Water	-0.56217	51.4018	31	98	311
9100COATBDS	Coatbridge Sunnyside Rail Station	Coatbridge	-4.02827	55.86682	31	101	174
9100DEPDENE	Dorking Deepdene Rail Station	Dorking	-0.32463	51.2388	31	133	390
9100WVRMPTN	Wolverhampton Rail Station	Wolverhampton	-2.11952	52.58786	31	88	148
9100WIGANWL	Wigan Wallgate Rail Station	Wigan	-2.63318	53.54484	31	71	163
9100CATHAYS	Cathays Rail Station	Cathays	-3.17869	51.4889	31	54	83
9100REDGWST	Reading West Rail Station	Reading	-0.99014	51.4555	31	85	277
9100BCNSFLD	Beaconsfield Rail Station	Beaconsfield	-0.64382	51.61129	30	169	447
9100NRTHFLT	Northfleet Rail Station	Northfleet	0.32434	51.44585	30	221	545
9100CHSSN	Chessington North Rail Station	Chessington	-0.3007	51.36404	30	164	486
9100WSTHOTN	Westhoughton Rail Station	Westhoughton	-2.52373	53.55568	30	69	159
9100SWNSCMB	Swanscombe Rail Station	Swanscombe	0.30955	51.44907	30	184	514
9100HAMLTNC	Hamilton Central Rail Station	Hamilton	-4.03887	55.77318	30	106	163
9100CHSD	Chipstead Rail Station	Chipstead	-0.1695	51.30928	30	143	480
9100PSLT	Port Sunlight Rail Station	Port Sunlight	-2.99804	53.34927	30	78	121
9100HAYS	Hayes (Kent) Rail Station	Hayes	0.01056	51.37633	30	168	451
9100REIGATE	Reigate Rail Station	Reigate	-0.20382	51.24196	30	155	506
9100RICELA	Rice Lane Rail Station	Orrell Park	-2.96232	53.45778	30	72	125
9100BOWLING	Bowling Rail Station	Bowling	-4.49382	55.93107	30	78	149
9100CHST	Chester Rail Station	Chester	-2.8796	53.19671	30	70	146
9100EDINBUR	Edinburgh Rail Station	Edinburgh	-3.18822	55.95239	30	55	94
9100TIPTON	Tipton Rail Station	Tipton	-2.0657	52.53045	30	88	133
9100COATDYK	Coatdyke Rail Station	Coatdyke	-4.00497	55.86433	29	101	176
9100HINDLEY	Hindley Rail Station	Hindley	-2.5755	53.54225	29	63	152
9100TWYFORD	Twyford Rail Station	Twyford	-0.86329	51.47553	29	84	277
9100WLOO	Waterloo (Merseyside) Rail Station	Waterloo	-3.02554	53.47497	29	69	113
9100WHIFLET	Whifflet Rail Station	Coatbridge	-4.01864	55.85369	29	86	157
9100WALERTN	West Allerton Rail Station	Allerton	-2.90697	53.36914	29	67	126
9100BROADGR	Broad Green Rail Station	Broadgreen	-2.89349	53.40651	29	70	133
9100BRGHTN	Brighton Rail Station	Brighton	-0.14128	50.829	29	68	212
9100LENZIE	Lenzie Rail Station	Lenzie	-4.15388	55.92131	29	120	198
9100YRDLYWD	Yardley Wood Rail Station	Yardley Wood	-1.85438	52.42151	29	79	117
9100BURGESH	Burgess Hill Rail Station	Burgess Hill	-0.12741	50.95365	29	82	318
9100CRSNGTN	Cressington Rail Station	Cressington	-2.91201	53.35877	29	73	124
9100BERKHMD	Berkhamsted Rail Station	Berkhamsted	-0.56201	51.76314	29	118	408
9100STEPPS	Stepps Rail Station	Stepps	-4.1408	55.89012	29	115	178
9100MLGV	Milngavie Rail Station	Milngavie	-4.31457	55.94135	29	94	160
9100HRLDWOD	Harold Wood Rail Station	Harold Wood	0.23314	51.59277	29	226	490
9100WALASYV	Wallasey Village Rail Station	Wallasey	-3.06914	53.4229	29	70	111
9100CATERHM	Caterham Rail Station	Caterham	-0.0783	51.28214	28	146	481
9100NTHCAMP	North Camp Rail Station	Ash Vale	-0.7312	51.27579	28	69	167
9100CROKSTN	Crookston Rail Station	Crookston	-4.36467	55.8423	28	121	182
9100WRGTNBQ	Warrington Bank Quay Rail Station	Warrington	-2.60236	53.38603	28	100	197
9100EDINPRK	Edinburgh Park Rail Station	Edinburgh Park	-3.30766	55.92754	28	57	101
9100BRKMNPK	Brookmans Park Rail Station	Brookmans Park	-0.20455	51.72106	28	191	479
9400ZZLUCKS	Cockfosters Underground Station	Cockfosters	-0.14917	51.65152	28	179	468
9100BTCHWTH	Betchworth Rail Station	Betchworth	-0.26697	51.24819	28	127	430
9100TAMEBDG	Tame Bridge Parkway Rail Station	Tame Bridge	-1.97621	52.55294	28	74	114
9100HOLYTWN	Holytown Rail Station	Holytown	-3.97391	55.81289	28	99	171
9100EDIDBRY	East Didsbury Rail Station	East Didsbury	-2.222	53.40933	28	88	154
9100BRKWOOD	Brookwood Rail Station	Brookwood	-0.63574	51.30376	28	129	503
9400ZZLUHRC	Heathrow Airport Term 1-3 Underground Station	Heathrow Airport Terminals 1-3	-0.45226	51.47124	28	143	387
9100SHALFD	Shalford (Surrey) Rail Station	Shalford	-0.5668	51.21432	28	73	291
9400ZZLUDBN	Debden Underground Station	Debden	0.08379	51.64539	28	178	422
9100CHADHDD	Chafford Hundred Rail Station	Chafford Hundred	0.28746	51.48556	28	127	352
9100DMBRTNE	Dumbarton East Rail Station	Dumbarton	-4.55412	55.94224	28	73	140
9100AIRBLES	Airbles Rail Station	Motherwell	-3.99418	55.78282	28	106	162
9100HYDEN	Hyde North Rail Station	Hyde	-2.08545	53.46482	28	65	132
9100WLMSL	Wilmslow Rail Station	Wilmslow	-2.22633	53.32686	27	78	147
9100ROMILEY	Romiley Rail Station	Romiley	-2.08932	53.41403	27	69	121
9100SEERGRN	Seer Green Rail Station	Seer Green	-0.60781	51.60984	27	143	393
9100ASHH	Ash Rail Station	Ash	-0.7128	51.2496	27	72	178
9100LVRPSPY	Liverpool South Parkway Rail Station	Garston	-2.88915	53.35776	27	69	130
9100DRKGW	Dorking West Rail Station	Dorking	-0.33997	51.23622	27	120	364
9100NITSH	Nitshill Rail Station	Nitshill	-4.35995	55.81192	27	108	170
9100RADYR	Radyr Rail Station	Radyr	-3.24836	51.51633	27	52	77
9100BASILDN	Basildon Rail Station	Basildon Town Centre	0.4568	51.56811	27	121	333
9400ZZLUHNX	Hatton Cross Underground Station	Hatton Cross	-0.42318	51.46675	27	130	344
9100FRBRNTH	Farnborough North Rail Station	Farnborough	-0.74303	51.30204	27	65	139
9100EARLSWD	Earlswood (Surrey) Rail Station	Earlswood	-0.17082	51.22733	27	143	506
9100HUNTSX	Hunts Cross Rail Station	Hunts Cross	-2.85586	53.36073	27	67	137
9100WTCR	Whitecraigs Rail Station	Whitecraigs	-4.31015	55.79031	27	86	154
9100WOKNGHM	Wokingham Rail Station	Wokingham	-0.84255	51.41122	27	70	200
9100RYEHOUS	Rye House Rail Station	Rye Park	0.00564	51.76942	27	131	393
9100LEASOWE	Leasowe Rail Station	Leasowe	-3.0996	53.40806	27	66	110
9100RDNG4AB	Reading Rail Station	Reading	-0.97187	51.45878	27	92	322
9100SHILDMR	Shieldmuir Rail Station	Wishaw	-3.95699	55.77748	27	100	157
9100PURFLET	Purfleet Rail Station	Purfleet	0.23678	51.48102	27	154	391
9100CBHMSDA	Cobham & Stoke d'Abernon Rail Station	Cobham	-0.38934	51.3181	27	130	466
9100HUYTON	Huyton Rail Station	Huyton	-2.84299	53.40969	27	72	137
9100PITSEA	Pitsea Rail Station	Pitsea	0.5063	51.56036	27	93	273
9100AINTREE	Aintree Rail Station	Aintree	-2.95629	53.47392	27	69	112
9100SPITAL	Spital Rail Station	Spital	-2.99391	53.33995	27	80	118
9100BLLVUE	Belle Vue Rail Station	Belle Vue	-2.18051	53.46239	27	79	140
9100OLHL	Old Hill Rail Station	Old Hill	-2.05619	52.47094	27	73	119
9100CHRW	Chorleywood Rail Station	Chorleywood	-0.51831	51.65425	27	105	319
9100EXETRSD	Exeter St Davids Rail Station	Exeter City Centre	-3.54331	50.72926	27	35	48
9100BCWD	Bricket Wood Rail Station	Bricket Wood	-0.35912	51.70543	27	112	411
9100WRPLSDN	Worplesdon Rail Station	Worplesdon	-0.58257	51.28902	26	154	564
9100BLNDLAC	Blundellsands & Crosby Rail Station	Blundellsands	-3.03987	53.4877	26	60	108
9100WLWYNN	Welwyn North Rail Station	Welwyn	-0.19209	51.8235	26	195	486
9100OTFORD	Otford Rail Station	Otford	0.19679	51.31316	26	88	379
9100WYGN	Wylde Green Rail Station	Wylde Green	-1.8314	52.54572	26	72	113
9100FAZKRLY	Fazakerley Rail Station	Fazakerley	-2.93673	53.4691	26	62	123
9100ROYDON	Roydon Rail Station	Roydon	0.03626	51.77549	26	87	347
9100TONBDG	Tonbridge Rail Station	Tonbridge	0.27099	51.19141	26	86	391
9100MSGT	Moses Gate Rail Station	Moses Gate	-2.40119	53.556	26	78	158
9100WVLSFLD	Wivelsfield Rail Station	Burgess Hill	-0.12079	50.96429	26	71	252
9100FLWRYFD	Flowery Field Rail Station	Flowery Field	-2.08105	53.46187	26	74	136
9100DMBRTNC	Dumbarton Central Rail Station	Dumbarton	-4.56691	55.94664	26	55	126
9100WALAGRD	Wallasey Grove Road Rail Station	Wallasey	-3.06972	53.42801	26	65	107
9100CROY	Croy Rail Station	Croy	-4.03596	55.95567	26	117	200
9100ASHFKY	Ashford International Rail Station	Ashford	0.87621	51.14371	26	69	323
9100NINIANP	Ninian Park Rail Station	Canton	-3.2017	51.47662	26	51	82
9400ZZLUHLT	Hainault Underground Station	Hainault	0.09349	51.60367	26	165	400
9100HFDN	Hertford North Rail Station	Hertford	-0.09178	51.79886	26	149	424
9100SMARGRT	St Margarets (Herts) Rail Station	St Margarets	0.00128	51.78784	25	110	375
9400ZZLUCXY	Croxley Underground Station	Croxley Green	-0.44171	51.64704	25	96	269
9100LEWES	Lewes Rail Station	Lewes	0.01134	50.87063	25	50	100
9100SOTON	Southampton Central Rail Station	Southampton	-1.4136	50.90744	25	43	70
9100DORKING	Dorking Rail Station	Dorking	-0.32424	51.24093	25	102	294
9100EFNGHMJ	Effingham Junction Rail Station	Effingham Junction	-0.41996	51.29149	25	113	395
9100CRADLYH	Cradley Heath Rail Station	Cradley Heath	-2.09049	52.46966	25	68	116
9100OLDROAN	Old Roan Rail Station	Old Roan	-2.95108	53.48691	25	60	107
9100MOTO	Moreton (Merseyside) Rail Station	Moreton	-3.11351	53.40722	25	64	108
9100SUNNGDL	Sunningdale Rail Station	Sunningdale	-0.63304	51.39194	25	68	201
9100EPSDNS	Epsom Downs Rail Station	Epsom	-0.23895	51.32369	25	147	422
9100WELHAMG	Welham Green Rail Station	Welham Green	-0.21069	51.73635	25	186	465
9100ROBY	Roby Rail Station	Roby	-2.85594	53.41005	25	68	132
9100FAMR	Falmer Rail Station	Falmer	-0.08738	50.86212	25	43	94
9100BREDBRY	Bredbury Rail Station	Bredbury	-2.11049	53.42317	25	70	134
9100GRNFLDS	Greenfaulds Rail Station	Greenfaulds	-3.99308	55.93522	25	86	153
9100LLANDAF	Llandaf Rail Station	Llandaff	-3.22862	51.50844	25	53	78
9100RYDRBRW	Ryder Brow Rail Station	Ryder Brow	-2.17309	53.4566	25	75	138
9100HASOCKS	Hassocks Rail Station	Hassocks	-0.14595	50.92461	25	58	168
9100PRSP	Preston Park Rail Station	Brighton	-0.15517	50.84594	25	49	120
9100TILHRST	Tilehurst Rail Station	Tilehurst	-1.02982	51.47151	25	78	276
9100BUSBY	Busby Rail Station	Busby	-4.26219	55.78033	25	95	161
9100TAPLOW	Taplow Rail Station	Taplow	-0.68137	51.52356	25	122	346
9100FRNW	Farnworth Rail Station	Farnworth	-2.38785	53.55002	25	80	157
9100PATERTN	Patterton Rail Station	Newton Mearns	-4.33529	55.7906	25	79	146
9100HLDG	Heald Green Rail Station	Heald Green	-2.23667	53.36943	25	83	147
9400ZZLURKW	Rickmansworth Underground Station	Rickmansworth	-0.47369	51.64021	25	96	289
9100HEATHHL	Heath High Level Rail Station	Heath	-3.18155	51.51643	25	51	75
9100GRAYS	Grays Rail Station	Grays	0.32183	51.47625	25	120	328
9100KKBY	Kirkby Rail Station	Kirkby	-2.90283	53.4862	25	65	124
9100TRFDPK	Trafford Park Rail Station	Trafford Park	-2.31063	53.45484	25	87	162
9100BRMBRK	Bromborough Rake Rail Station	Bromborough	-2.98948	53.32992	25	71	116
9100WRGT	Warrington Central Rail Station	Warrington	-2.59316	53.39183	25	80	183
9100CHTSEY	Chertsey Rail Station	Chertsey	-0.50931	51.38707	25	102	342
9400ZZLUEGW	Edgware Underground Station	Edgware	-0.27493	51.61365	25	187	513
9100BENFLET	Benfleet Rail Station	South Benfleet	0.56172	51.54395	24	78	249
9100ADLESTN	Addlestone Rail Station	Addlestone	-0.48445	51.37305	24	119	416
9100HEATHLL	Heath Low Level Rail Station	Heath	-3.18198	51.51566	24	48	74
9100BOXHAWH	Box Hill & Westhumble Rail Station	Box Hill	-0.32848	51.25401	24	110	305
9100ERLSTWN	Earlestown Rail Station	Earlestown	-2.63766	53.45115	24	70	192
9100DAVNPRT	Davenport Rail Station	Davenport	-2.15296	53.39092	24	93	156
9100BAGE	Burnage Rail Station	Burnage	-2.21568	53.42119	24	85	149
9100GATHRST	Gathurst Rail Station	Gathurst	-2.69439	53.55942	24	56	127
9100PSLDAWH	Portslade Rail Station	Portslade	-0.20532	50.83568	24	45	93
9100AIRDRIE	Airdrie Rail Station	Airdrie	-3.9829	55.86397	24	87	171
9100HALLRD	Hall Road Rail Station	Crosby	-3.04964	53.4975	24	54	102
9100LNGCROS	Longcross Rail Station	Longcross	-0.59457	51.38517	24	68	199
9100NWTH	Newton for Hyde Rail Station	Hyde	-2.06714	53.4564	24	64	129
9100CHLFNAL	Chalfont and Latimer Rail Station	Little Chalfont	-0.56052	51.66811	24	76	278
9100HNDFRTH	Handforth Rail Station	Handforth	-2.21363	53.34651	24	79	140
9100CHTLRT	Chatelherault Rail Station	Allanton	-4.00466	55.76521	24	85	150
9100HOVE	Hove Rail Station	Hove	-0.17069	50.83521	24	51	121
9100CRWTHRN	Crowthorne Rail Station	Crowthorne	-0.81927	51.36673	24	57	148
9100SOTPKWY	Southampton Airport Parkway Rail Station	North Stoneham	-1.3631	50.95081	24	41	71
9100CARDFBR	Cardiff Bay Rail Station	Cardiff Bay	-3.16643	51.46711	24	46	75
9100LGBK	Langbank Rail Station	Langbank	-4.58526	55.92451	24	88	164
9100BNHAM	Burnham (Berks) Rail Station	Burnham	-0.64637	51.5235	24	152	406
9100CHSSS	Chessington South Rail Station	Chessington	-0.30816	51.35655	24	133	447
9100HTRWTM5	Heathrow Airport Terminal 5 Rail Station	Heathrow Airport Terminal 5	-0.49058	51.47006	24	153	441
9100SWNT	Swinton (Manchester) Rail Station	Swinton	-2.33746	53.51484	24	89	159
9100TREFRST	Trefforest Rail Station	Treforest	-3.32513	51.59146	24	45	63
9100COSHAM	Cosham Rail Station	Cosham	-1.06733	50.84191	24	42	71
9100LGFD	Longfield Rail Station	Longfield	0.30038	51.39616	24	107	420
9100FAREHAM	Fareham Rail Station	Fareham	-1.19204	50.85302	24	45	68
9100DLREOCH	Dalreoch Rail Station	Dumbarton	-4.57785	55.9474	24	50	122
9100BRNGTN	Brinnington Rail Station	Brinnington	-2.13512	53.43213	24	71	137
9100GNTN	Grangetown (Cardiff) Rail Station	Grangetown	-3.18973	51.46761	24	47	76
9100WISHAW	Wishaw Rail Station	Wishaw	-3.92643	55.77203	24	80	149
9100GARW	Garswood Rail Station	Garswood	-2.67213	53.48853	24	67	133
9100BRSTLTM	Bristol Temple Meads Rail Station	Bristol	-2.58132	51.44914	24	34	47
9100DRMGLCH	Drumgelloch Rail Station	Drumgelloch	-3.94888	55.86735	24	85	169
9100STHGYLE	South Gyle Rail Station	South Gyle	-3.29947	55.93635	24	52	88
9100HLDNBRO	Hildenborough Rail Station	Hildenborough	0.2276	51.21448	23	63	334
9100BRTWOOD	Brentwood Rail Station	Brentwood	0.29959	51.61361	23	182	431
9100MLSECMB	Moulsecoomb Rail Station	Moulsecoomb	-0.11884	50.84672	23	43	105
9100ASCOT	Ascot Rail Station	Ascot	-0.67583	51.40625	23	63	165
9100KILWNNG	Kilwinning Rail Station	Kilwinning	-4.71001	55.65594	23	67	160
9100BSCTSTA	Bescot Stadium Rail Station	Bescot	-1.9911	52.5631	23	71	112
9100THEALE	Theale Rail Station	Theale	-1.07497	51.43345	23	50	165
9100ASHVALE	Ash Vale Rail Station	Ash Vale	-0.72165	51.27225	23	68	312
9100BCKWATR	Blackwater Rail Station	Blackwater	-0.77674	51.33158	23	64	148
9100HMPTNIA	Hampton-in-Arden Rail Station	Hampton in Arden	-1.69994	52.42905	23	79	124
9100PRESCOT	Prescot Rail Station	Prescot	-2.79917	53.42357	23	61	123
9400ZZLUUXB	Uxbridge Underground Station	Uxbridge	-0.47794	51.54656	23	94	259
9100BATABAL	Bat & Ball Rail Station	Bat & Ball	0.19424	51.28976	23	82	379
9100CREWE	Crewe Rail Station	Crewe	-2.43298	53.08964	23	91	238
9100LEIGHK	Leigh (Kent) Rail Station	Leigh	0.21051	51.1939	23	63	285
9100SHPY	Shipley Rail Station	Shipley	-1.77349	53.83306	23	50	86
9100BOOKHAM	Bookham Rail Station	Little Bookham	-0.38401	51.28874	23	92	273
9100BRMB	Bromborough Rail Station	Bromborough	-2.9869	53.32186	23	68	117
9100BLKB	Blackburn Rail Station	Blackburn	-2.47913	53.74653	23	53	110
9100WHHL	Woodhall Rail Station	Port Glasgow	-4.65539	55.93119	23	75	158
9100HYDEC	Hyde Central Rail Station	Hyde	-2.08525	53.4519	23	61	118
9100RHIL	Rainhill Rail Station	Rainhill	-2.7664	53.41713	23	62	139
9100SHRHMBS	Shoreham-by-Sea (Sussex) Rail Station	Shoreham-by-Sea	-0.27171	50.83442	23	46	90
9100CRAWLEY	Crawley Rail Station	Crawley	-0.18667	51.11221	23	103	418
9100MAGHULL	Maghull Rail Station	Maghull	-2.93086	53.50648	23	55	102
9100CHLWTH	Chilworth Rail Station	Chilworth	-0.52482	51.21521	23	69	245
9100WMOR	Woodsmoor Rail Station	Woodsmoor	-2.14208	53.38649	23	86	149
9100INGTSTN	Ingatestone Rail Station	Ingatestone	0.38425	51.66705	23	176	425
9100SHIRLEY	Shirley Rail Station	Shirley	-1.84518	52.40344	23	73	112
9100APLYBDG	Appley Bridge Rail Station	Appley Bridge	-2.71925	53.57869	23	54	119
9100SHEFFLD	Sheffield Rail Station	Sheffield Centre	-1.4621	53.37824	23	51	124
9100NUTFILD	Nutfield Rail Station	Nutfield	-0.13253	51.22681	23	134	470
9100KNCKHLT	Knockholt Rail Station	Knockholt Kent Station	0.13086	51.34579	23	196	543
9100HDRSFLD	Huddersfield Rail Station	Huddersfield	-1.78469	53.64852	23	50	124
9100TMWTHHL	Tamworth High Level Rail Station	Tamworth	-1.68645	52.63749	23	91	146
9100ECCLES	Eccles Rail Station	Eccles	-2.33452	53.48537	23	100	171
9100PTYPRID	Pontypridd Rail Station	Pontypridd	-3.34139	51.59937	23	45	61
9100STDENYS	St Denys Rail Station	St Denys	-1.38776	50.92218	22	34	61
9100CARFIN	Carfin Rail Station	Carfin	-3.95625	55.80733	22	90	164
9100CHNLY	Chinley Rail Station	Chinley	-1.94395	53.34031	22	51	110
9100WEYBDGB	Weybridge Rail Station	Weybridge	-0.45773	51.36177	22	123	430
9100BRHM	Barnham Rail Station	Barnham	-0.63968	50.83089	22	47	72
9100BMHL	Bramhall Rail Station	Bramhall	-2.16359	53.36063	22	73	138
9400ZZLUTAW	Totteridge & Whetstone Underground Station	Whetstone	-0.17921	51.6306	22	191	492
9100ALDTON	Aldrington Rail Station	Hove	-0.18382	50.83638	22	41	82
9100LLISHEN	Llanishen Rail Station	Llanishen	-3.18199	51.53274	22	47	69
9100HAVANT	Havant Rail Station	Havant	-0.98161	50.85441	22	47	85
9100DONC	Doncaster Rail Station	Doncaster Centre	-1.13984	53.52217	22	71	133
9100BRACKNL	Bracknell Rail Station	Bracknell	-0.7517	51.41309	22	54	139
9100WORTHNG	Worthing Rail Station	Worthing	-0.37616	50.81849	22	42	76
9100LRDGFD	London Road (Guildford) Rail Station	Guildford	-0.56506	51.24065	22	67	272
9100NTNG	Nottingham Rail Station	Nottingham	-1.14638	52.94709	22	38	72
9100SALWICK	Salwick Rail Station	Salwick	-2.81704	53.78155	22	57	113
9100ELGH	Eastleigh Rail Station	Eastleigh	-1.35009	50.96924	22	37	75
9100INCE	Ince (Manchester) Rail Station	Ince	-2.61152	53.53893	22	64	139
9100LAWRNCH	Lawrence Hill Rail Station	Lawrence Hill	-2.56444	51.45801	22	30	39
9100WAUNGRN	Waun-gron Park Rail Station	Fairwater	-3.22966	51.4882	22	47	76
9400ZZLUHR5	Heathrow Airport Terminal 5 Underground Station	Heathrow Airport Terminal 5	-0.49055	51.47006	22	122	360
9400ZZLUTHB	Theydon Bois Underground Station	Theydon Bois	0.1031	51.67177	22	135	370
9100STROOD	Strood Rail Station	Strood	0.50019	51.39655	22	106	454
9100GLGN	Glengarnock Rail Station	Glengarnock	-4.67449	55.73888	22	73	158
9100LEYLAND	Leyland Rail Station	Leyland	-2.68714	53.69886	22	71	136
9100MNCRIAP	Manchester Airport Rail Station	Manchester Airport	-2.27298	53.36506	22	75	141
9100HRLWMIL	Harlow Mill Rail Station	Harlow Mill	0.13232	51.79037	22	80	335
9100ESTHRAK	Eastham Rake Rail Station	Eastham	-2.98114	53.30756	22	63	118
9100PLMPTON	Plumpton Rail Station	Plumpton Green	-0.06018	50.92866	22	55	154
9100HALW	Halewood Rail Station	Halewood	-2.83014	53.3645	22	58	125
9100PTGLSGW	Port Glasgow Rail Station	Port Glasgow	-4.68981	55.9335	22	62	151
9100RENTON	Renton Rail Station	Renton	-4.58611	55.97042	22	42	108
9100MHERON	Martins Heron Rail Station	Martins Heron	-0.7244	51.40741	22	56	139
9100WRYSBRY	Wraysbury Rail Station	Wraysbury	-0.54192	51.45771	22	86	325
9100BIRCHWD	Birchwood Rail Station	Birchwood	-2.52532	53.41274	22	82	174
9100BALCOMB	Balcombe Rail Station	Balcombe	-0.13693	51.05551	22	99	380
9100KEARSLY	Kearsley Rail Station	Kearsley	-2.37512	53.54415	22	80	163
9100BILERCY	Billericay Rail Station	Billericay	0.41864	51.62889	21	167	415
9100STVNSTN	Stevenston Rail Station	Stevenston	-4.75078	55.63427	21	37	129
9100WHISTON	Whiston Rail Station	Whiston	-2.79643	53.41388	21	62	144
9100COTNGLY	Cottingley Rail Station	Cottingley	-1.5877	53.76783	21	54	98
9100TLBYTWN	Tilbury Town Rail Station	Tilbury	0.35404	51.46236	21	70	256
9100CLANDON	Clandon Rail Station	West Clandon	-0.50276	51.264	21	68	208
9100BKNHRST	Brockenhurst Rail Station	Brockenhurst	-1.57354	50.81683	21	36	49
9100HWYCOMB	High Wycombe Rail Station	High Wycombe	-0.74541	51.62959	21	100	348
9100TMWTHLL	Tamworth Rail Station	Tamworth	-1.68647	52.63749	21	88	142
9100MELS	Meols Rail Station	Meols	-3.15428	53.39945	21	56	101
9100BRSTPWY	Bristol Parkway Rail Station	Stoke Gifford	-2.54217	51.5138	21	38	61
9400ZZLUWAF	Watford Underground Station	Watford	-0.41738	51.65745	21	79	246
9100STHLNSC	St Helens Central Rail Station	St Helens	-2.7303	53.45313	21	60	132
9100BRGHLRD	London Road (Brighton) Rail Station	Brighton	-0.1365	50.83666	21	47	120
9100EYNSFD	Eynsford Rail Station	Eynsford	0.20441	51.36272	21	80	358
9100SHRMKT	Shoreham (Kent) Rail Station	Shoreham	0.1889	51.33222	21	72	324
9100MSTONEW	Maidstone West Rail Station	Maidstone	0.51578	51.27046	21	48	143
9100WDNYMNR	Widney Manor Rail Station	Widney	-1.77438	52.39595	21	71	114
9100NWMILSC	New Mills Central Rail Station	New Mills	-2.00567	53.36486	21	53	100
9100ERLY	Earley Rail Station	Earley	-0.91799	51.4411	21	63	222
9100WOODLEY	Woodley Rail Station	Woodley	-2.09327	53.42927	21	52	108
